Date,^GSPC,^RUT,^NDX
2020-10-28 00:00:00+00:00,3271.030029296875,1543.280029296875,11142.759765625
2020-10-29 00:00:00+00:00,3310.110107421875,1561.5799560546875,11350.740234375
2020-10-30 00:00:00+00:00,3269.9599609375,1538.47998046875,11052.9501953125
2020-11-02 00:00:00+00:00,3310.239990234375,1568.5899658203125,11084.759765625
2020-11-03 00:00:00+00:00,3369.159912109375,1614.300048828125,11279.91015625
2020-11-04 00:00:00+00:00,3443.43994140625,1615.0799560546875,11777.01953125
2020-11-05 00:00:00+00:00,3510.449951171875,1660.050048828125,12078.0703125
2020-11-06 00:00:00+00:00,3509.43994140625,1648.260009765625,12091.349609375
2020-11-09 00:00:00+00:00,3550.5,1705.0400390625,11830.3896484375
2020-11-10 00:00:00+00:00,3545.530029296875,1737.010009765625,11624.2900390625
2020-11-11 00:00:00+00:00,3572.659912109375,1736.93994140625,11892.9296875
2020-11-12 00:00:00+00:00,3537.010009765625,1708.469970703125,11827.1396484375
2020-11-13 00:00:00+00:00,3585.14990234375,1744.0400390625,11937.83984375
2020-11-16 00:00:00+00:00,3626.909912109375,1785.3399658203125,12013.3798828125
2020-11-17 00:00:00+00:00,3609.530029296875,1791.9100341796875,11977.490234375
2020-11-18 00:00:00+00:00,3567.7900390625,1769.3199462890625,11894.7099609375
2020-11-19 00:00:00+00:00,3581.8701171875,1784.1300048828125,11985.4296875
2020-11-20 00:00:00+00:00,3557.5400390625,1785.3399658203125,11906.4404296875
2020-11-23 00:00:00+00:00,3577.590087890625,1818.300048828125,11905.9404296875
2020-11-24 00:00:00+00:00,3635.409912109375,1853.530029296875,12079.8095703125
2020-11-25 00:00:00+00:00,3629.64990234375,1845.02001953125,12152.2197265625
2020-11-27 00:00:00+00:00,3638.35009765625,1855.27001953125,12258.2099609375
2020-11-30 00:00:00+00:00,3621.6298828125,1819.8199462890625,12268.3203125
2020-12-01 00:00:00+00:00,3662.449951171875,1836.050048828125,12455.330078125
2020-12-02 00:00:00+00:00,3669.010009765625,1838.030029296875,12456.41015625
2020-12-03 00:00:00+00:00,3666.719970703125,1848.699951171875,12467.1298828125
2020-12-04 00:00:00+00:00,3699.1201171875,1892.449951171875,12528.48046875
2020-12-07 00:00:00+00:00,3691.9599609375,1891.25,12596.4697265625
2020-12-08 00:00:00+00:00,3702.25,1917.780029296875,12635.7197265625
2020-12-09 00:00:00+00:00,3672.820068359375,1902.1500244140625,12364.6396484375
2020-12-10 00:00:00+00:00,3668.10009765625,1922.699951171875,12401.740234375
2020-12-11 00:00:00+00:00,3663.4599609375,1911.699951171875,12375.41015625
2020-12-14 00:00:00+00:00,3647.489990234375,1913.8599853515625,12462.2099609375
2020-12-15 00:00:00+00:00,3694.6201171875,1959.760009765625,12595.919921875
2020-12-16 00:00:00+00:00,3701.169921875,1952.719970703125,12668.16015625
2020-12-17 00:00:00+00:00,3722.47998046875,1978.050048828125,12752.0595703125
2020-12-18 00:00:00+00:00,3709.409912109375,1969.989990234375,12738.1796875
2020-12-21 00:00:00+00:00,3694.919921875,1970.3299560546875,12690.259765625
2020-12-22 00:00:00+00:00,3687.260009765625,1989.8800048828125,12717.5595703125
2020-12-23 00:00:00+00:00,3690.010009765625,2007.0999755859375,12653.1396484375
2020-12-24 00:00:00+00:00,3703.06005859375,2003.949951171875,12711.009765625
2020-12-28 00:00:00+00:00,3735.360107421875,1996.25,12838.8603515625
2020-12-29 00:00:00+00:00,3727.0400390625,1959.3599853515625,12843.490234375
2020-12-30 00:00:00+00:00,3732.0400390625,1979.989990234375,12845.3603515625
2020-12-31 00:00:00+00:00,3756.070068359375,1974.8599853515625,12888.2802734375
2021-01-04 00:00:00+00:00,3700.64990234375,1945.9100341796875,12694.66015625
2021-01-05 00:00:00+00:00,3726.860107421875,1979.1099853515625,12802.3798828125
2021-01-06 00:00:00+00:00,3748.139892578125,2057.919921875,12623.349609375
2021-01-07 00:00:00+00:00,3803.7900390625,2096.889892578125,12939.5703125
2021-01-08 00:00:00+00:00,3824.679931640625,2091.659912109375,13105.2001953125
2021-01-11 00:00:00+00:00,3799.610107421875,2091.010009765625,12902.490234375
2021-01-12 00:00:00+00:00,3801.18994140625,2127.9599609375,12892.08984375
2021-01-13 00:00:00+00:00,3809.840087890625,2111.969970703125,12973.6298828125
2021-01-14 00:00:00+00:00,3795.5400390625,2155.35009765625,12898.6904296875
2021-01-15 00:00:00+00:00,3768.25,2123.199951171875,12803.9296875
2021-01-19 00:00:00+00:00,3798.909912109375,2151.139892578125,12996.5400390625
2021-01-20 00:00:00+00:00,3851.85009765625,2160.6201171875,13296.4501953125
2021-01-21 00:00:00+00:00,3853.070068359375,2141.419921875,13404.990234375
2021-01-22 00:00:00+00:00,3841.469970703125,2168.760009765625,13366.400390625
2021-01-25 00:00:00+00:00,3855.360107421875,2163.27001953125,13483.2900390625
2021-01-26 00:00:00+00:00,3849.6201171875,2149.860107421875,13490.1904296875
2021-01-27 00:00:00+00:00,3750.77001953125,2108.699951171875,13112.650390625
2021-01-28 00:00:00+00:00,3787.3798828125,2106.610107421875,13201.5302734375
2021-01-29 00:00:00+00:00,3714.239990234375,2073.639892578125,12925.3798828125
2021-02-01 00:00:00+00:00,3773.860107421875,2126.159912109375,13248.900390625
2021-02-02 00:00:00+00:00,3826.31005859375,2151.43994140625,13456.1201171875
2021-02-03 00:00:00+00:00,3830.169921875,2159.699951171875,13402.3701171875
2021-02-04 00:00:00+00:00,3871.739990234375,2202.419921875,13560.8896484375
2021-02-05 00:00:00+00:00,3886.830078125,2233.330078125,13603.9599609375
2021-02-08 00:00:00+00:00,3915.590087890625,2289.760009765625,13695.01953125
2021-02-09 00:00:00+00:00,3911.22998046875,2299.0,13687.080078125
2021-02-10 00:00:00+00:00,3909.8798828125,2282.43994140625,13655.26953125
2021-02-11 00:00:00+00:00,3916.3798828125,2285.320068359375,13734.349609375
2021-02-12 00:00:00+00:00,3934.830078125,2289.360107421875,13807.7001953125
2021-02-16 00:00:00+00:00,3932.590087890625,2272.889892578125,13773.76953125
2021-02-17 00:00:00+00:00,3931.330078125,2256.110107421875,13699.7099609375
2021-02-18 00:00:00+00:00,3913.969970703125,2218.389892578125,13637.509765625
2021-02-19 00:00:00+00:00,3906.7099609375,2266.68994140625,13580.7802734375
2021-02-22 00:00:00+00:00,3876.5,2251.070068359375,13223.740234375
2021-02-23 00:00:00+00:00,3881.3701171875,2231.31005859375,13194.7099609375
2021-02-24 00:00:00+00:00,3925.429931640625,2284.3798828125,13302.1904296875
2021-02-25 00:00:00+00:00,3829.340087890625,2200.169921875,12828.3095703125
2021-02-26 00:00:00+00:00,3811.14990234375,2201.050048828125,12909.4404296875
2021-03-01 00:00:00+00:00,3901.820068359375,2275.320068359375,13282.9501953125
2021-03-02 00:00:00+00:00,3870.2900390625,2231.510009765625,13059.9501953125
2021-03-03 00:00:00+00:00,3819.719970703125,2207.7900390625,12683.330078125
2021-03-04 00:00:00+00:00,3768.469970703125,2146.919921875,12464.0
2021-03-05 00:00:00+00:00,3841.93994140625,2192.2099609375,12668.509765625
2021-03-08 00:00:00+00:00,3821.35009765625,2202.97998046875,12299.080078125
2021-03-09 00:00:00+00:00,3875.43994140625,2245.06005859375,12794.490234375
2021-03-10 00:00:00+00:00,3898.81005859375,2285.679931640625,12752.0703125
2021-03-11 00:00:00+00:00,3939.340087890625,2338.5400390625,13052.900390625
2021-03-12 00:00:00+00:00,3943.340087890625,2352.7900390625,12937.2900390625
2021-03-15 00:00:00+00:00,3968.93994140625,2360.169921875,13082.5400390625
2021-03-16 00:00:00+00:00,3962.7099609375,2319.52001953125,13152.2802734375
2021-03-17 00:00:00+00:00,3974.1201171875,2336.389892578125,13202.3798828125
2021-03-18 00:00:00+00:00,3915.4599609375,2267.590087890625,12789.1396484375
2021-03-19 00:00:00+00:00,3913.10009765625,2287.550048828125,12866.990234375
2021-03-22 00:00:00+00:00,3940.590087890625,2266.840087890625,13086.509765625
2021-03-23 00:00:00+00:00,3910.52001953125,2185.68994140625,13017.7900390625
2021-03-24 00:00:00+00:00,3889.139892578125,2134.27001953125,12798.8798828125
